draw_index,memory_dies_per_stack,stacks_per_accelerator,accelerator_package_demand,demanded_stacks,good_stacks,platform_qualified_stacks,customer_allocated_stacks,hbm_package_equivalents,packages_supported,supplier.sk-hynix.customer_allocated_stacks,supplier.micron.customer_allocated_stacks,supplier.samsung.customer_allocated_stacks
5487,8.0,8.0,459075.981896513,3672607.855172104,6083821.225503111,4605498.721093223,2107144.2981563103,263393.0372695388,263393.0372695388,1064469.292719822,743894.0578863608,298780.94755012775
5488,8.0,8.0,409210.7626390052,3273686.1011120416,6544620.001404147,4749224.4143437315,2029373.7223747263,253671.7152968408,253671.7152968408,931336.1428280602,817494.2499873702,280543.3295592959
5489,8.0,8.0,397370.50409797404,3178964.0327837924,7056111.187760671,5482572.734040385,2567246.8302341793,320905.8537792724,320905.8537792724,1174524.2896871339,1066091.4453384106,326631.09520863474
5490,8.0,8.0,491856.9398585907,3934855.5188687257,6932071.149410494,5220114.10718899,2233708.4143389366,279213.55179236707,279213.55179236707,1264024.670525831,803048.8353417001,166634.90847140556
5491,8.0,8.0,411067.828817725,3288542.6305418,6578330.613658548,5163966.316484071,2253962.7109015537,281745.3388626942,281745.3388626942,1148228.2001245923,861943.8769916055,243790.6337853558
5492,8.0,8.0,375207.8616123976,3001662.8928991808,7128519.855242265,5653680.594458872,2622568.002625601,327821.0003282001,327821.0003282001,1289826.0380638326,1108718.5452545674,224023.41930720108
5493,8.0,8.0,348158.6258810158,2785269.0070481263,6707981.483408747,5286403.083693964,2184006.4984184345,273000.8123023043,273000.8123023043,1160601.1021437894,832245.9860522008,191159.41022244433
5494,8.0,8.0,401111.7607728262,3208894.0861826097,6535675.704580364,5166672.48302369,2457396.5849287924,307174.57311609905,307174.57311609905,1370307.9666016535,845064.8480094115,242023.7703177274
5495,8.0,8.0,412399.57153300545,3299196.5722640436,6779163.370283832,4963042.3678556755,2171205.9375232416,271400.7421904052,271400.7421904052,1090630.551203595,803120.1282073628,277455.25811228383
5496,8.0,8.0,408931.07322079403,3271448.5857663522,6884426.778069109,5470197.960660472,2246608.2068924396,280826.02586155495,280826.02586155495,1099785.5685517075,962778.2575860715,184044.38075466052
5497,8.0,8.0,356991.851772954,2855934.814183632,7262967.625608023,5615103.535560143,2774975.440335537,346871.9300419421,346871.9300419421,1297608.534138795,1139294.0496944878,338072.85650225414
5498,8.0,8.0,414025.9504203581,3312207.603362865,6169154.342000166,5034438.29836066,2319905.9049656317,289988.23812070396,289988.23812070396,1192464.9526559047,897812.4870645672,229628.46524515963
5499,8.0,8.0,383058.2766406296,3064466.213125037,5955309.386725679,4676303.260969862,2152186.1509296857,269023.2688662107,269023.2688662107,1103476.083373901,909192.4046392179,139517.6629165667
5500,8.0,8.0,435460.476187636,3483683.809501088,6305811.897380282,4872069.689151393,2292866.710676739,286608.3388345924,286608.3388345924,1216586.195758309,760320.2914391457,315960.2234792845
5501,8.0,8.0,402357.23812628293,3218857.9050102634,6021063.92475326,4643519.497453276,2056699.6103030115,257087.45128787644,257087.45128787644,995059.8501379007,921681.6317675404,139958.1283975704
5502,8.0,8.0,392675.72521676554,3141405.8017341243,6965609.418194914,5620922.314378567,2256759.611283024,282094.951410378,282094.951410378,1220528.974038864,607833.2600444307,428397.3771997289
5503,8.0,8.0,358266.7616611803,2866134.0932894424,6885376.444465967,5609658.637082915,2524207.951167875,315525.9938959844,315525.9938959844,1360722.808902485,870263.6756457095,293221.46661968034
5504,8.0,8.0,434321.78799268446,3474574.3039414757,5253048.8873656625,4006864.1341119367,1649892.6296814773,206236.57871018467,206236.57871018467,912387.7822257956,581890.1331484169,155614.7143072648
5505,8.0,8.0,426191.27142903267,3409530.1714322614,6868810.390976995,5185248.445733007,2313144.785166981,289143.09814587265,289143.09814587265,1090198.4813062928,970344.8292873634,252601.47457332507
5506,8.0,8.0,381479.0642165673,3051832.5137325386,6632893.432285007,4751053.6523733055,2238566.7990245633,279820.8498780704,279820.8498780704,1282931.208676226,751891.9310076069,203743.65934073058
5507,8.0,8.0,470196.7342859294,3761573.8742874353,6706934.686899337,5050026.937536835,2162656.1312616337,270332.0164077042,270332.0164077042,1178349.1337644875,743924.2582204908,240382.7392766554
5508,8.0,8.0,452675.83218404115,3621406.657472329,7531009.027435454,5879735.964361785,2358447.246519345,294805.9058149181,294805.9058149181,1233094.1461744555,768163.1159267044,357189.98441818514
5509,8.0,8.0,467456.7264316452,3739653.8114531618,5287407.824903234,4176863.782116579,1884910.7005590736,235613.8375698842,235613.8375698842,864785.3890088411,728965.3562416845,291159.9553085479
5510,8.0,8.0,336503.4908301565,2692027.926641252,6433539.406317942,4887172.089067832,2109090.5866610613,263636.32333263266,263636.32333263266,1004371.432143517,923206.1479719795,181513.00654556492
5511,8.0,8.0,365173.53444752167,2921388.2755801734,6416251.133873384,4709660.322791202,2183284.918294188,272910.6147867735,272910.6147867735,1016085.7712599847,890754.7336032088,276444.41343099443
5512,8.0,8.0,405071.2079909306,3240569.6639274447,5381801.351955712,4235896.623394802,2014457.6798704735,251807.20998380918,251807.20998380918,921337.6143305523,818462.0385117778,274658.0270281434
5513,8.0,8.0,403726.799197626,3229814.393581008,5329287.264236248,4295318.084773319,1895676.6473830594,236959.58092288242,236959.58092288242,849963.0173316182,823275.446642941,222438.18340850007
5514,8.0,8.0,379108.22910475533,3032865.8328380426,7422405.670614823,5583739.52482578,2579484.930702001,322435.6163377501,322435.6163377501,1468522.3996043112,824964.8976303694,285997.63346732006
5515,8.0,8.0,390411.2485922581,3123289.9887380647,6905179.966266394,5392108.930298801,2363902.1418181686,295487.7677272711,295487.7677272711,1279078.1481207171,794682.6599509398,290141.33374651184
5516,8.0,8.0,393102.8111049267,3144822.4888394135,5737214.609000858,4355343.313962831,2038450.3200947053,254806.29001183817,254806.29001183817,1007700.5152967668,855917.6459913226,174832.15880661603
5517,8.0,8.0,381663.1931737751,3053305.545390201,6604715.613049429,5019523.864377142,2243518.9427830935,280439.8678478867,280439.8678478867,1336488.7721756632,691269.6205966151,215760.55001081506
5518,8.0,8.0,480387.38285295933,3843099.0628236746,7132535.78142729,5702982.771075957,2480668.1747682723,310083.52184603404,310083.52184603404,1306593.7218762252,921050.3143280515,253024.13856399545
5519,8.0,8.0,417690.7548680417,3341526.038944334,6854953.404290315,4866689.627289997,2052277.3214521091,256534.66518151364,256534.66518151364,1053645.5522979123,720646.432801975,277985.3363522218
5520,8.0,8.0,419011.9577032104,3352095.6616256833,7192333.114217324,5490473.381184364,2844926.0511225644,355615.75639032054,355615.75639032054,1435576.8497083741,1151433.612190614,257915.5892235764
5521,8.0,8.0,407571.3061430439,3260570.4491443513,6508404.486493441,5042498.505604201,2378910.921645967,297363.86520574585,297363.86520574585,1340609.1260321382,763830.2375168905,274471.558096938
5522,8.0,8.0,411466.1066962049,3291728.8535696394,6663365.71643137,5210864.906402352,2363095.2530839737,295386.9066354967,295386.9066354967,1143219.9882787818,923502.5241767713,296372.7406284208
5523,8.0,8.0,471070.4090303723,3768563.272242978,6796610.107372506,5139094.003243349,2152001.9767753235,269000.24709691544,269000.24709691544,1177895.3350566358,801806.2897691984,172300.3519494895
5524,8.0,8.0,412514.10637368,3300112.85098944,6513351.652224865,4796354.134933763,2279121.0912898076,284890.13641122595,284890.13641122595,1162593.9950635158,871659.4185381451,244867.67768814662
5525,8.0,8.0,367289.1704242631,2938313.363394105,6933264.575613684,5088520.132764746,2324645.1286132215,290580.6410766527,290580.6410766527,1193057.7148212162,922188.690544159,209398.7232478462
5526,8.0,8.0,337004.0765685216,2696032.612548173,6888673.3390596565,5611049.943848906,2395986.420942845,299498.3026178556,299498.3026178556,1205039.0118507482,825003.2054871115,365944.20360498497
5527,8.0,8.0,451083.15846432647,3608665.2677146117,6393706.887340575,4942958.8552931845,2236993.9563618177,279624.2445452272,279624.2445452272,1299409.4859918104,745330.0321159734,192254.4382540337
5528,8.0,8.0,366170.19799375616,2929361.5839500492,6201145.1371523235,4822774.265588003,2355374.427558043,294421.8034447554,294421.8034447554,886539.3326631213,1188067.348502365,280767.74639255676
5529,8.0,8.0,417783.7877089438,3342270.3016715506,6561761.187276996,5099563.289675148,2420099.908413166,302512.4885516458,302512.4885516458,1339173.4020457764,856970.1749792721,223956.33138811792
5530,8.0,8.0,431695.08167769056,3453560.6534215244,6027443.347328306,4513996.947328294,2000819.5545880676,250102.44432350845,250102.44432350845,1097077.9145146892,731372.3424455283,172369.29762785014
5531,8.0,8.0,452873.60842144134,3622988.8673715307,6688004.044839333,4984278.048917235,2022857.629796544,252857.203724568,252857.203724568,873022.1033811357,799628.7860673355,350206.74034807296
5532,8.0,8.0,408274.8635320639,3266198.908256511,5897437.776919319,4264120.197090254,1928864.617541933,241108.07719274162,241108.07719274162,804278.1485845097,921032.8792174062,203553.58974001705
5533,8.0,8.0,399351.3994714688,3194811.1957717505,5549108.802487193,4241838.634871843,1997223.4391913041,249652.92989891302,249652.92989891302,792242.2747700552,999652.0548905624,205329.1095306865
5534,8.0,8.0,343655.45710778446,2749243.6568622757,6661877.991931496,5702237.838944941,2552307.6153647634,319038.4519205954,319038.4519205954,1331121.2875241966,1026889.1312258627,194297.1966147041
5535,8.0,8.0,403525.1306187575,3228201.04495006,5609823.108084714,4223843.815218804,1955071.8344838,244383.979310475,244383.979310475,1021787.5346766649,704250.2969214529,229034.0028856824
5536,8.0,8.0,371746.51231510163,2973972.098520813,6603414.789047633,5031779.377549577,2346746.1347281304,293343.2668410163,293343.2668410163,1252910.0130224202,819426.9099064841,274409.2117992263
5537,8.0,8.0,345703.6359405457,2765629.0875243656,5840106.4489555415,4228414.4286338305,1897385.424106224,237173.178013278,237173.178013278,918138.3823396099,626942.3644772777,352304.6772893363
5538,8.0,8.0,492603.0060233341,3940824.048186673,7750115.830514502,5802666.54549184,2730195.8193775015,341274.4774221877,341274.4774221877,1482518.0844216764,1045278.1830343944,202399.55192143066
5539,8.0,8.0,400695.5859608279,3205564.687686623,6494805.005648745,5030282.125840029,2035783.7054432633,254472.9631804079,254472.9631804079,903433.9805772825,920963.8712182232,211385.8536477575
5540,8.0,8.0,384334.15454176726,3074673.236334138,6175141.671917206,4743532.964774792,2219634.9368819026,277454.3671102378,277454.3671102378,1295386.4678851785,752671.090207463,171577.37878926122
5541,8.0,8.0,347770.778328815,2782166.22663052,6502820.625622977,4749555.912641272,2187506.6378834937,273438.3297354367,273438.3297354367,1176696.1244262713,806808.7932114836,204001.72024573857
5542,8.0,8.0,371167.1898326411,2969337.518661129,5978841.215705036,4441911.521715646,2059288.767007537,257411.09587594212,257411.09587594212,1139038.1028147456,753477.2506369903,166773.41355580103
5543,8.0,8.0,360801.9594549839,2886415.675639871,6653195.805681647,5279007.5456018485,2517360.130995487,314670.01637443586,314670.01637443586,1290409.1632986984,1011936.6809856535,215014.286711135
5544,8.0,8.0,371000.746246441,2968005.969971528,6081809.3995092735,4770795.344803109,1928576.5638814752,241072.0704851844,241072.0704851844,1041375.631561151,661723.4902776196,225477.4420427047
5545,8.0,8.0,412291.7687122539,3298334.149698031,6528868.359660588,5016162.233502227,2247846.9707491267,280980.87134364084,280980.87134364084,1045421.1834996389,964579.703202537,237846.08404695077
5546,8.0,8.0,416236.63944557274,3329893.115564582,7387843.415359896,5667906.364563238,2514211.485956549,314276.43574456865,314276.43574456865,1215738.424039856,1099835.8461302563,198637.215786437
5547,8.0,8.0,397262.3880472959,3178099.1043783673,6600263.277344349,4977755.492713245,2288913.7318589073,286114.2164823634,286114.2164823634,1313933.4712160872,815206.170244569,159774.0903982509
5548,8.0,8.0,354011.6000342079,2832092.8002736634,5703774.9309850335,4405466.304927294,1711848.5172743795,213981.06465929744,213981.06465929744,742196.4546634051,724660.9891519395,244991.07345903481
5549,8.0,8.0,341302.4040053856,2730419.2320430847,6750187.594876701,5318468.537614783,2356124.8411972197,294515.60514965246,294515.60514965246,1294619.0761028016,810429.9617335504,251075.8033608675
5550,8.0,8.0,440842.99507237814,3526743.960579025,6673223.642074882,5111050.761196142,2157103.63098223,269637.95387277874,269637.95387277874,1163427.999407632,719018.225927441,274657.40564715693
5551,8.0,8.0,404347.95666874456,3234783.6533499565,6590464.6443578955,5049994.690349691,2539273.918888526,317409.23986106575,317409.23986106575,1440984.4920321142,972966.6845434478,125322.74231296408
5552,8.0,8.0,415692.1288572275,3325537.03085782,7011388.588345801,5409719.765295789,2282939.66549903,285367.45818737877,285367.45818737877,1096820.0839935085,919539.0168944339,266580.56461108796
5553,8.0,8.0,360003.06975551543,2880024.5580441235,6576501.227596381,5138969.30415016,2028431.6449155833,253553.9556144479,253553.9556144479,976626.7090487638,872589.0214540043,179215.91441281518
5554,8.0,8.0,490068.1843135923,3920545.4745087386,6735785.4538351055,5279261.176729051,2297936.906622823,287242.11332785286,287242.11332785286,1129144.3163641558,878968.4260779219,289824.1641807452
5555,8.0,8.0,429209.60781012475,3433676.862480998,6682079.044593888,5012036.282256795,2328980.8529582797,291122.60661978496,291122.60661978496,1124370.608879504,1021541.2644367303,183068.9796420451
5556,8.0,8.0,476621.12805539137,3812969.024443131,5735026.185442895,4488968.289319183,1854997.6561117657,231874.7070139707,231874.7070139707,908260.7285801537,620747.0381172283,325989.8894143836
5557,8.0,8.0,407827.25125187554,3262618.0100150043,5377362.017081939,4095746.3416155498,1877658.1848880681,234707.27311100852,234707.27311100852,1095518.5615215653,570727.4090526272,211412.2143138756
5558,8.0,8.0,353126.9428471313,2825015.5427770503,6801190.356911162,5288453.711678838,2371084.0051158317,296385.50063947897,296385.50063947897,1370370.5457286125,858614.8112986361,142098.64808858302
5559,8.0,8.0,388793.1639281864,3110345.3114254912,6303561.607845107,5050695.318165004,2136196.07033152,267024.50879144,267024.50879144,1307237.969282686,559197.8580471514,269760.24300168274
5560,8.0,8.0,485609.3508906286,3884874.8071250287,6362963.438062994,5121735.498528743,2216584.2075353004,277073.02594191255,277073.02594191255,1194894.605070735,730620.1145348386,291069.4879297265
5561,8.0,8.0,433817.82343642705,3470542.5874914164,6764782.211953351,5542226.479351347,2347341.676767006,293417.70959587576,293417.70959587576,1055679.4329896064,1072587.8489514187,219074.39482598114
5562,8.0,8.0,352355.71694627753,2818845.7355702203,7688380.302972981,5658360.660264077,2686522.230986719,335815.2788733399,335815.2788733399,1358511.0875366058,1069961.5610061889,258049.58244392453
5563,8.0,8.0,401409.36000440444,3211274.8800352355,6883710.3625554,5217010.643532932,2633298.151564132,329162.2689455165,329162.2689455165,1346185.198249504,1088429.9919572547,198682.9613573731
5564,8.0,8.0,337472.30267205316,2699778.4213764253,7117156.156832901,5500569.946559367,2436312.6563903154,304539.0820487894,304539.0820487894,1140102.6885567403,1004724.4811735511,291485.4866600239
5565,8.0,8.0,462093.0544371436,3696744.435497149,6447573.536285376,4858189.879760316,1942594.0551172444,242824.25688965555,242824.25688965555,954827.7380995224,751361.0517002322,236405.26531748986
5566,8.0,8.0,361267.09204577934,2890136.7363662347,6153508.428323322,4751746.297656678,2203315.6679570195,275414.45849462744,275414.45849462744,982542.0170604059,1016554.6435271687,204219.00736944514
5567,8.0,8.0,377855.46058161097,3022843.6846528878,6915486.70142245,5308582.585189898,2490580.7152050026,311322.5894006253,311322.5894006253,1187053.6732876007,1052509.0501352488,251017.99178215303
5568,8.0,8.0,461068.41922713676,3688547.353817094,6541781.882231062,5008041.881666555,2010726.7857530671,251340.8482191334,251340.8482191334,1046735.616198679,738565.465195559,225425.70435882927
5569,8.0,8.0,484432.25086553313,3875458.006924265,6015814.858070537,4408845.943172732,1752771.8199118092,219096.47748897615,219096.47748897615,893160.2191835066,644504.9968245748,215106.60390372775
5570,8.0,8.0,381967.3788656022,3055739.0309248175,6411972.579971488,4758212.506726437,2251552.2874893537,281444.0359361692,281444.0359361692,1108837.1354025423,975152.9640642555,167562.18802255593
5571,8.0,8.0,348069.8097997149,2784558.478397719,7820256.973849528,6047304.558436907,2810397.488899541,351299.68611244264,348069.8097997149,1549778.8960433537,1065791.972246523,194826.62060966418
5572,8.0,8.0,390382.5604832487,3123060.4838659894,6556991.76698595,5059001.929802029,2122923.5707046343,265365.4463380793,265365.4463380793,931575.2469038259,808829.9680983535,382518.35570245504
5573,8.0,8.0,382535.98086918914,3060287.846953513,6860066.899095036,5579258.24393375,2454872.6801128373,306859.08501410467,306859.08501410467,1308692.4326748434,785220.0764788692,360960.170959125
5574,8.0,8.0,376283.89873493736,3010271.189879499,6111399.627933934,4645521.896851703,2143228.950248427,267903.6187810534,267903.6187810534,999467.357883136,868490.6484693033,275270.9438959878
5575,8.0,8.0,474788.9354090361,3798311.483272289,7303423.086303406,5513796.02797699,2670788.9667167696,333848.6208395962,333848.6208395962,1370129.8865159058,1017182.4097158497,283476.67048501415
5576,8.0,8.0,353711.8399583023,2829694.7196664186,7190186.204269815,5322200.547510549,2303262.93210528,287907.86651316,287907.86651316,1320209.1696390565,701499.3482557767,281554.4142104466
5577,8.0,8.0,322145.74540652893,2577165.9632522315,5588151.141635618,4097567.8351221206,1712610.303206696,214076.287900837,214076.287900837,984858.7796373635,557712.8225977793,170038.70097155313
5578,8.0,8.0,335777.29587717995,2686218.3670174396,6976277.595845244,5236221.972450314,2542927.1148848077,317865.88936060097,317865.88936060097,1332538.0505816946,958310.1785335302,252078.88576958273
5579,8.0,8.0,377676.5117439155,3021412.093951324,6878798.662468498,5240180.316584566,2467629.173687763,308453.6467109704,308453.6467109704,1185324.5735326032,957472.9581785791,324831.6419765806
5580,8.0,8.0,323911.15371256095,2591289.2297004876,6166203.309921054,4755729.223137287,2386974.3888116977,298371.7986014622,298371.7986014622,1266737.2266287,803797.5462269891,316439.6159560086
5581,8.0,8.0,406434.8300036339,3251478.6400290714,5756373.457731671,4231865.932092222,1818358.1982579755,227294.77478224694,227294.77478224694,840182.896880547,779745.5218919573,198429.7794854712
5582,8.0,8.0,482173.5347080205,3857388.277664164,7344093.658215735,5572743.98485321,2677674.9687820207,334709.3710977526,334709.3710977526,1355975.423538076,1007886.8337915381,313812.7114524064
5583,8.0,8.0,332801.6782949999,2662413.426359999,6192892.044656224,4891731.781135751,2457492.3308616406,307186.5413577051,307186.5413577051,1230249.09229305,1009869.1238587508,217374.1147098401
5584,8.0,8.0,366508.40827516443,2932067.2662013154,6961434.454442438,5570768.349453645,2496541.217495481,312067.6521869351,312067.6521869351,1265677.8647621123,919689.6991556531,311173.6535777158
5585,8.0,8.0,404135.56947595323,3233084.555807626,7404793.98239829,5858518.411524984,2288251.8071089843,286031.47588862304,286031.47588862304,1215631.5636064105,768745.0094889005,303875.23401367344
5586,8.0,8.0,420171.79450177005,3361374.3560141604,6578613.6073857965,4899126.911546842,2302170.1116371965,287771.26395464956,287771.26395464956,1341758.2458437993,709773.215742006,250638.65005139099
5587,8.0,8.0,379191.7298520049,3033533.8388160393,5845391.619830468,4642937.162613923,2102251.65059091,262781.45632386376,262781.45632386376,1038610.552425212,907077.2800276057,156563.81813809252
5588,8.0,8.0,457991.90229234676,3663935.218338774,7157880.769563624,5109936.575070533,2368534.4724682397,296066.80905852997,296066.80905852997,1139235.3371817672,1000220.4422853016,229078.69300117093
5589,8.0,8.0,392687.3828389942,3141499.0627119537,5737404.627336437,4468933.851034504,1880178.3421345497,235022.29276681872,235022.29276681872,773905.5760289956,844954.9177826366,261317.84832291753
5590,8.0,8.0,390582.1648420984,3124657.3187367874,6520707.896009789,5084116.613181555,2338291.361594693,292286.4201993366,292286.4201993366,955048.4219383241,1198164.8479640442,185078.0916923244
5591,8.0,8.0,354587.7968634092,2836702.374907274,5575969.972454898,4535531.478016991,2190156.1218425264,273769.5152303158,273769.5152303158,1212170.9737797035,727003.1132806096,250982.03478221345
5592,8.0,8.0,354654.2712565685,2837234.170052548,6839469.831838729,5061625.607659431,2044075.6826644011,255509.46033305014,255509.46033305014,1240755.8427085225,560243.1796846106,243076.6602712681
5593,8.0,8.0,335598.55187561247,2684788.4150048997,6506384.469188211,4808747.56834124,2206262.9875910194,275782.8734488774,275782.8734488774,959346.4148737693,930024.7943610942,316891.7783561557
5594,8.0,8.0,414634.61808552395,3317076.9446841916,6493808.377429372,5156348.263761345,2266064.0909497184,283258.0113687148,283258.0113687148,1162041.6296442288,835532.06832294,268490.3929825494
5595,8.0,8.0,365182.0384569075,2921456.30765526,6294589.351119731,4738030.2626230465,2045589.7864745238,255698.72330931548,255698.72330931548,1081739.9608076157,705116.940235523,258732.88543138505
5596,8.0,8.0,419512.4831205972,3356099.8649647776,6398953.548489109,4881162.863811727,2238931.787670638,279866.47345882974,279866.47345882974,1131126.058221128,959097.1586602073,148708.5707893026
5597,8.0,8.0,352658.6625293061,2821269.3002344486,6244034.66491634,4557205.693894042,2199751.4610528466,274968.9326316058,274968.9326316058,1163356.5145619554,837645.7582457996,198749.18824509188
5598,8.0,8.0,350750.6837820018,2806005.4702560143,7362381.141173049,5767134.302601517,2388587.4272802044,298573.42841002555,298573.42841002555,1477644.8045343684,749782.009462783,161160.61328305298
5599,8.0,8.0,357361.33230160177,2858890.658412814,7383630.082259062,5814207.0587574905,2765020.881387013,345627.6101733766,345627.6101733766,1677602.1372371276,826163.4168755122,261255.32727437292
5600,8.0,8.0,399348.5784913733,3194788.627930986,6572451.407030279,4884469.570486655,2060131.0572309971,257516.38215387464,257516.38215387464,1172050.9412098434,719502.3689076483,168577.74711350558
5601,8.0,8.0,395521.0759514879,3164168.607611903,6135737.51929241,4865835.414261441,2268760.102435945,283595.01280449313,283595.01280449313,1325670.0988897865,790738.431473731,152351.5720724277
5602,8.0,8.0,435402.63522203045,3483221.0817762436,5866922.560357285,4652464.157189354,2106069.922075973,263258.7402594966,263258.7402594966,951262.1598762193,987824.456677676,166983.30552207737
5603,8.0,8.0,429400.3171387712,3435202.5371101694,7277170.422712131,5690721.07151071,2684062.9359305236,335507.86699131544,335507.86699131544,1272592.0509778566,1236750.510658536,174720.37429413083
5604,8.0,8.0,392015.41533268784,3136123.3226615028,6902708.697977588,5485034.083227055,2311767.3257524758,288970.91571905947,288970.91571905947,1241584.8771290674,859074.1215715228,211108.32705188534
5605,8.0,8.0,458487.0107187213,3667896.0857497705,6465003.945871752,5197530.873589774,2519270.064875493,314908.7581094366,314908.7581094366,1475486.449115501,877897.267459062,165886.34830092956
5606,8.0,8.0,435975.8291860615,3487806.633488492,6099800.26921781,5007045.454633939,2344082.951989329,293010.3689986661,293010.3689986661,1130475.064212985,986692.2788874803,226915.60888886356
5607,8.0,8.0,433364.1002849945,3466912.802279956,7041439.407593838,5602727.637505391,2408464.4638583604,301058.05798229505,301058.05798229505,1388960.1747098793,734310.2666365997,285194.02251188154
5608,8.0,8.0,327638.0177927826,2621104.1423422606,5827353.793231986,4269750.31979906,1781865.5885960637,222733.19857450796,222733.19857450796,929814.0394085157,587306.7837929226,264744.7653946255
5609,8.0,8.0,461911.6998711887,3695293.59896951,7235953.793029808,5786237.975530635,2750412.2126596062,343801.5265824508,343801.5265824508,1248626.6667036717,1323523.1492840855,178262.39667184927
5610,8.0,8.0,367439.3580537953,2939514.8644303624,6624838.396423401,5391720.274541704,2341666.489083031,292708.3111353789,292708.3111353789,1278230.5846368577,860589.6134943342,202846.29095183915
5611,8.0,8.0,436542.6346432251,3492341.077145801,6167667.368757021,4746312.022641351,2196427.769324689,274553.47116558615,274553.47116558615,965906.2037747614,936184.6236379489,294336.9419119787
5612,8.0,8.0,377715.45488109096,3021723.6390487277,6746697.125273466,5045248.577186945,2279369.6514272513,284921.2064284064,284921.2064284064,1037309.5867208418,862368.6505028512,379691.41420355806
5613,8.0,8.0,402115.4319593743,3216923.4556749943,7247212.720317796,5493643.615397183,2712106.2053731335,339013.2756716417,339013.2756716417,1784416.818681605,766308.460126223,161380.92656530545
5614,8.0,8.0,401642.9140718598,3213143.3125748783,6516832.591015577,4855115.498372706,2234953.061053641,279369.13263170514,279369.13263170514,991053.4318012447,991998.0627603227,251901.56649207388
5615,8.0,8.0,333272.45886462193,2666179.6709169755,7194609.911354806,5685790.978336053,2500563.1524960403,312570.39406200504,312570.39406200504,1463964.4125324858,752036.099845249,284562.6401183057
5616,8.0,8.0,394495.9388940062,3155967.5111520495,6187797.20401835,4760089.422718783,2126184.3696182496,265773.0462022812,265773.0462022812,926177.7598341815,1070573.9754357305,129432.63434833754
5617,8.0,8.0,391266.67611485394,3130133.4089188315,6994280.191887483,5464314.830061806,2367091.5878075357,295886.44847594196,295886.44847594196,1132536.8413707628,995557.2678006606,238997.47863611233
5618,8.0,8.0,376165.27405961294,3009322.1924769036,6330144.023509398,4970895.06484036,2325386.5573018715,290673.31966273393,290673.31966273393,1309607.1289552818,857972.2648253517,157807.16352123785
5619,8.0,8.0,395559.41799787927,3164475.343983034,6673230.382093301,4843522.586505135,2158637.082246681,269829.63528083515,269829.63528083515,1072582.8772241634,834742.1674656849,251312.0375568328
5620,8.0,8.0,403186.43371896486,3225491.469751719,5780773.749026388,4458004.161600675,2071397.2397911495,258924.6549738937,258924.6549738937,983185.088309152,877160.2969939921,211051.85448800545
5621,8.0,8.0,359414.2926161579,2875314.3409292633,7617765.564567211,5844464.774705375,2612103.0971339433,326512.8871417429,326512.8871417429,1388152.1333871537,1063395.7140277755,160555.24971901425
5622,8.0,8.0,463416.5315320928,3707332.252256742,6540133.988694494,5091611.49141956,2232764.080912968,279095.510114121,279095.510114121,1193923.5030467173,799133.7460385622,239706.83182768858
5623,8.0,8.0,432682.8649443057,3461462.9195544454,5942788.645480089,4409747.073866134,2083018.776324973,260377.34704062162,260377.34704062162,937254.5049187539,979994.2390851256,165770.0323210936
5624,8.0,8.0,413435.74925068713,3307485.994005497,7084097.8226057645,5400817.223473468,2375175.311416963,296896.9139271204,296896.9139271204,1197626.6750933663,965680.6541293829,211867.98219421395
5625,8.0,8.0,333108.77722521196,2664870.2178016957,6830910.194017976,5390953.136961442,2461947.229081663,307743.40363520785,307743.40363520785,1650913.0011086357,622006.9931231217,189027.23484990554
5626,8.0,8.0,389970.5384556823,3119764.3076454583,6430877.575842487,5467925.018716998,2475444.93571454,309430.6169643175,309430.6169643175,1260618.2875172328,966155.5263658444,248671.1218314626
5627,8.0,8.0,427575.7069333644,3420605.655466915,6923847.847064985,5557259.986179299,2394283.098919211,299285.38736490137,299285.38736490137,930283.5026371067,1035536.6714689229,428462.9248131815
5628,8.0,8.0,347643.37199429586,2781146.975954367,6197908.621971615,4702235.452923823,2252466.1636624373,281558.27045780467,281558.27045780467,1141413.288513843,919392.304138693,191660.5710099015
5629,8.0,8.0,453545.43650362594,3628363.4920290075,6581336.138356209,5183591.36248256,2483472.923493129,310434.11543664115,310434.11543664115,1534468.0116258683,712560.6240720534,236444.28779520764
5630,8.0,8.0,326845.4435623064,2614763.5484984512,6468170.130979481,5067491.460309939,2271070.995979628,283883.8744974535,283883.8744974535,1143657.208565668,950570.1486476761,176843.6387662842
5631,8.0,8.0,391877.1587528244,3135017.2700225953,5979648.839996755,4550909.1287730485,1675734.271574588,209466.7839468235,209466.7839468235,803531.5508830333,670357.8564195476,201844.8642720072
5632,8.0,8.0,377193.41535410046,3017547.3228328037,6440467.094826378,4823746.453586202,2345497.691847767,293187.2114809709,293187.2114809709,999498.7938420535,1070386.4187776607,275612.4792280529
5633,8.0,8.0,390592.44356199034,3124739.5484959227,6313719.218837671,4854938.4698988255,2143397.52863645,267924.69107955624,267924.69107955624,1213047.6088280163,670071.3511728068,260278.5686356268
5634,8.0,8.0,360587.28103776084,2884698.2483020867,7315510.852879016,5582462.285453573,2579740.9867263543,322467.6233407943,322467.6233407943,1337374.6406688623,872541.546853349,369824.79920414306
5635,8.0,8.0,348769.4182466643,2790155.3459733143,6011773.117021302,4866438.700093143,2006238.1237650856,250779.7654706357,250779.7654706357,1001114.7539718531,800029.7585334118,205093.61125982067
