draw_index,source_hbm_draw_index,logic_package_equivalents,customer_allocated_hbm_stacks,hbm_package_equivalents,package_assembly_start_capacity,package_attempts,package_assembly_yield,finished_accelerator_packages,complete_system_equivalents
5888,4919,416917.39482065226,2112761.7815411286,264095.2226926411,403195.25609708583,264095.2226926411,0.9237896417427188,243968.43115719844,3388.450432738867
5889,14554,409960.07099936425,2396236.5640957598,299529.57051196997,462459.08484310145,299529.57051196997,0.9496721011705619,284454.8765908185,3950.7621748724796
5890,15491,582129.6812446453,2227692.361862737,278461.54523284215,468102.0554262815,278461.54523284215,0.9516297197925719,264992.2822629362,3680.4483647630022
5891,8865,393874.1134763121,2735620.5580185186,341952.5697523148,446115.7257958713,341952.5697523148,0.9429842593172596,322455.89070952014,4478.554037632224
5892,7080,394615.19461172057,2499514.4710207297,312439.3088775912,457039.6952144785,312439.3088775912,0.9476621059840686,296086.89344314503,4112.317964488126
5893,497,406573.26587004925,2302996.1203323114,287874.5150415389,446936.0681147715,287874.5150415389,0.9433511275552358,271566.7483588524,3771.76039387295
5894,4481,494643.98214013036,2303177.9904313562,287897.24880391953,464932.11317765433,287897.24880391953,0.9505316195862357,273655.43818001106,3800.769974722376
5895,10669,325575.12280107965,2140732.2691183174,267591.5336397897,408833.11602717865,267591.5336397897,0.9263109693529807,247872.97291652433,3442.6801793961713
5896,7568,305269.2917881729,2014334.3642524602,251791.79553155752,437801.7400575209,251791.79553155752,0.9392661318622766,236499.50582358328,3284.715358660879
5897,18256,403099.01570698683,2494000.2866430096,311750.0358303762,465716.62521851127,311750.0358303762,0.9508033825290184,296412.9885710644,4116.8470634870055
5898,10216,476212.6485648761,2481896.9289735914,310237.1161216989,438594.2887700479,310237.1161216989,0.9396205704216146,291505.17601622746,4048.6830002253814
5899,1616,496179.63116925507,2362428.4925147807,295303.5615643476,489400.1742931383,295303.5615643476,0.9590076045891794,283198.36120247823,3933.310572256642
5900,11331,455322.1952551977,2436851.026482805,304606.37831035064,451364.76839935296,304606.37831035064,0.9453234841712036,287951.5628451124,3999.3272617376724
5901,18636,481075.9599422546,2603536.904393352,325442.113049169,503248.8545336934,325442.113049169,0.9638049281480627,313662.71238370804,4356.426560884834
5902,14299,441768.7401747363,2589397.4701481475,323674.68376851844,390775.4144334634,323674.68376851844,0.9182353196967901,297209.526727943,4127.910093443653
5903,16197,337588.4004151271,2451739.9502851614,306467.4937856452,517633.32312992733,306467.4937856452,0.9687878542377739,296901.9856982235,4123.638690253105
5904,17169,373218.5480284485,2221439.8567995457,277679.9820999432,490236.9759524407,277679.9820999432,0.9592974811871333,266377.7074045638,3699.6903806189416
5905,4171,461376.89048435097,2619699.553055971,327462.44413199637,464618.5504063176,327462.44413199637,0.9504229982559722,311227.8379681608,4322.6088606689
5906,15770,528882.0245475532,2834482.1236311523,354310.26545389404,396121.9813337163,354310.26545389404,0.9206263771038332,326187.3760555159,4530.380222993276
5907,565,276683.18015141145,2363667.0822932306,295458.3852866538,451001.003282863,276683.18015141145,0.9451645849067614,261511.14311849148,3632.0992099790483
5908,14405,440912.0708937932,1829414.0342131006,228676.75427663757,546564.0077174972,228676.75427663757,0.9788097373584581,223831.03379350028,3108.764358243059
5909,3912,517308.50921831396,2374129.1869548443,296766.14836935553,509626.2081373221,296766.14836935553,0.9660141082399262,286680.2861728206,3981.670641289175
5910,9869,406475.00737374404,2252610.0146346507,281576.25182933133,429328.1761989894,281576.25182933133,0.9354766389024042,263408.0056560398,3658.444523000553
5911,261,463681.6734782135,2073079.3758896994,259134.92198621243,500176.68354618736,259134.92198621243,0.9627406969000828,249479.73538415474,3464.996324779927
5912,18310,451276.1633693908,2268209.2204187955,283526.15255234943,425374.6443815265,283526.15255234943,0.9337085657233932,264730.79724472616,3676.8166283989744
5913,12743,410466.6224704177,2067673.019574529,258459.12744681613,421019.69000288995,258459.12744681613,0.9317609709174848,240822.12753233133,3344.7517712823797
5914,12613,398419.81859340763,2215834.830351147,276979.35379389336,373327.1961481341,276979.35379389336,0.9104322392623398,252170.9333040102,3502.3740736668083
5915,17857,351172.8756212325,2214385.9706780533,276798.24633475667,443971.3026093395,276798.24633475667,0.9420252441137372,260750.93557375352,3621.540771857688
5916,7174,517636.9467647082,2044962.9403959932,255620.36754949915,439329.07209963084,255620.36754949915,0.9399491755163508,240270.15372333827,3337.0854683796983
5917,18127,429755.9552629457,1985687.266742296,248210.908342787,402470.3490811134,248210.908342787,0.9234654534697027,229214.1990288986,3183.530542068036
5918,17705,342376.37273311825,2582659.182014468,322832.3977518085,435674.6524759103,322832.3977518085,0.9383148693769612,302918.4391271394,4207.200543432492
5919,2531,383500.46413512446,2564782.9175494467,320597.86469368084,434287.1676070074,320597.86469368084,0.9376943672800373,300622.81188527204,4175.3168317398895
5920,10563,359475.9662763513,2513757.02230762,314219.6277884525,452058.7082067635,314219.6277884525,0.9456234662468167,297133.453592101,4126.853522112514
5921,4455,457499.1296142749,2232199.117092249,279024.8896365311,427964.5257563176,279024.8896365311,0.9348667958849318,260851.10454665057,3622.9320075923692
5922,220,549336.5735282213,2130056.0833438793,266257.0104179849,499110.0778045487,266257.0104179849,0.9623712138328502,256238.08230746197,3558.862254270305
5923,14090,344437.8011809568,2389545.765311656,298693.220663957,362030.7751912282,298693.220663957,0.9053803262299208,270430.9655673991,3755.985632880543
5924,10072,333347.85462312936,2166853.964088114,270856.74551101425,387067.17257197393,270856.74551101425,0.9165769435209299,248261.04793251178,3448.0701101737745
5925,6813,416488.6315717631,2401805.7868196126,300225.7233524516,429091.3781721802,300225.7233524516,0.9353707396054276,280822.3569007571,3900.3105125105158
5926,9935,456149.527791645,2007994.1742030077,250999.27177537596,415849.96189693274,250999.27177537596,0.9294489982234625,233291.0217064418,3240.153079256136
5927,12785,484027.5306154433,2532955.9484458687,316619.4935557336,467838.68495774793,316619.4935557336,0.9515384855860293,301275.6334050383,4184.383797292198
5928,13817,541699.7411766062,2181159.34235324,272644.917794155,391755.26510608604,272644.917794155,0.9186735222391467,250471.66695055898,3478.773152091097
5929,3994,267831.251046453,2176109.2005335125,272013.65006668906,481311.05168509146,267831.251046453,0.9562054503200211,256101.70201664825,3556.968083564559
5930,8911,460615.8392806836,1974238.751470177,246779.84393377212,444503.36214761715,246779.84393377212,0.9422631883728705,232531.5625711955,3229.605035711049
5931,8692,498303.7402060017,1731466.0098627452,216433.25123284315,497479.1201665283,216433.25123284315,0.9618062335340415,208166.8501797878,2891.206252497053
5932,5878,428849.9382652732,2459117.1357723656,307389.6419715457,475118.1026073187,307389.6419715457,0.9540601498297433,293268.207875484,4073.169553826167
5933,10503,455584.94401202124,2162598.9120326126,270324.8640040766,481190.15551710443,270324.8640040766,0.9561635706589424,258474.78720403087,3589.9276000559844
5934,14130,436526.68186188996,2004604.2125435132,250575.52656793915,420223.4204649329,250575.52656793915,0.9314048683544279,233387.2653358528,3241.4897963312887
5935,7586,361238.1992667202,2035754.10453087,254469.26306635875,476973.12798549753,254469.26306635875,0.9547027494706104,242942.50510521274,3374.2014597946213
5936,16512,441183.9844127464,2240909.8572818623,280113.7321602328,391990.45591440843,280113.7321602328,0.918778702766165,257362.53146116767,3574.4796036273287
5937,19006,403135.36784664774,2671344.8242320577,333918.1030290072,390454.2421976491,333918.1030290072,0.9180916871064367,306567.4345652822,4257.88103562892
5938,19598,374108.21313485043,2688587.2613738813,336073.40767173516,425483.762705802,336073.40767173516,0.9337573649215274,313811.01956775767,4358.486382885523
5939,2715,429610.10764672677,2189346.3213762534,273668.2901720317,429539.80940736947,273668.2901720317,0.9355712841504511,256036.19366750596,3556.058245382027
5940,17347,422253.91211311857,2479880.715645225,309985.0894556531,465369.5403608337,309985.0894556531,0.9506831488074113,294697.6009270474,4093.02223509788
5941,17298,343960.4358643922,1818505.707742974,227313.21346787174,415718.96202961734,227313.21346787174,0.9293904133017904,211262.72141386342,2934.2044640814365
5942,5210,486411.62453109835,2364891.238345376,295611.404793172,443300.0761526493,295611.404793172,0.9417250625166461,278384.6686594835,3866.453731381715
5943,2925,432293.60787312844,2451822.607562072,306477.825945259,474763.7109326862,306477.825945259,0.9539373849524947,292360.6558281462,4060.5646642798083
5944,4304,433404.87936338654,2340719.1562835714,292589.8945354464,408562.87419191614,292589.8945354464,0.9261901135301785,270993.8676375681,3763.8037171884457
5945,10810,544156.6798785585,1972259.2711581415,246532.4088947677,440788.8837106716,246532.4088947677,0.940602023115677,231888.8825699998,3220.6789245833306
5946,14133,455560.4256949186,2438639.9455277245,304829.99319096556,476929.1597539937,304829.99319096556,0.9546875184284337,291017.38974203926,4041.9081908616563
5947,14086,493285.58068470034,2013191.5170408452,251648.93963010565,462761.50565744366,251648.93963010565,0.9497783991402772,239010.72702723,3319.59343093375
5948,8121,551682.2917578716,2256248.6683506942,282031.0835438368,429316.78533192957,282031.0835438368,0.9354715447517905,263832.0533907743,3664.334074871865
5949,15528,313825.86186963506,2059281.550480198,257410.19381002476,431710.99508378486,257410.19381002476,0.9365422679032988,241075.52669226826,3348.2712040592814
5950,10258,353637.5892256999,2447376.20857516,305922.026071895,420408.86291642557,305922.026071895,0.9314878007399183,284962.6352636094,3957.814378661242
5951,6517,451612.3397145199,2217264.5075572208,277158.0634446526,452586.6475732996,277158.0634446526,0.9458489667691464,262149.6679408622,3640.9676102897524
5952,9975,513755.7640108628,2662989.289533913,332873.66119173914,460720.47170819197,332873.66119173914,0.9490492932222111,315913.51288630976,4387.687678976525
5953,13866,391712.58268412855,1935221.2330891234,241902.65413614042,476503.9672135828,241902.65413614042,0.9545402274118354,230905.81449063806,3207.025201258862
5954,2127,351034.3116429581,2353943.8551315707,294242.98189144634,484396.40050114854,294242.98189144634,0.9572742465017178,281671.2287785529,3912.1003997021235
5955,5168,330981.5780973998,2153152.161480815,269144.0201851019,451995.8250002959,269144.0201851019,0.9455964509202797,254501.63027344845,3534.744864909006
5956,18943,306468.0690068485,2288767.6635232046,286095.9579404006,386050.7669902193,286095.9579404006,0.9161223931262272,262098.91365210022,3640.262689612503
5957,5410,418204.20406624465,1963896.1363404086,245487.01704255107,463355.63610933966,245487.01704255107,0.9499855063112955,233209.10817801752,3239.0153913613544
5958,5413,361543.7462851077,2488270.481702284,311033.8102127855,436290.4190107996,311033.8102127855,0.9385902485430176,291933.3012329001,4054.6291837902795
5959,3402,502508.8139267395,2700764.0531444764,337595.50664305955,489125.54979494045,337595.50664305955,0.958912471872403,323724.5417681125,4496.174191223785
5960,86,372769.4373742444,2102995.7789487,262874.4723685875,457446.23761195666,262874.4723685875,0.9478200816975831,249157.7038766037,3460.5236649528288
5961,6182,321075.75610275025,2140604.0268389564,267575.50335486955,471701.8321563316,267575.50335486955,0.9528767190310421,254966.4677298677,3541.2009406926068
5962,2050,354927.83158125164,2351834.8113520127,293979.3514190016,440284.32852187223,293979.3514190016,0.9403763791755658,276451.2380397819,3839.6005283303043
5963,17553,449980.9322090936,2232394.674243193,279049.33428039914,515640.27823903586,279049.33428039914,0.968097443235216,270146.9470533435,3752.040931296438
5964,1928,454800.3740850994,2525264.27294068,315658.034117585,423263.1186931587,315658.034117585,0.9327642627283077,294434.5334679562,4089.36852038828
5965,10209,455070.5829113935,2324039.7104289974,290504.9638036247,459034.9803441907,290504.9638036247,0.948425954196109,275522.4474941588,3826.7006596410947
5966,11454,521108.9666501224,2858398.4748419006,357299.8093552376,481272.6697493676,357299.8093552376,0.9561921544274679,341647.27448390814,4745.101034498724
5967,10578,431284.6523732526,2270967.552786302,283870.9440982877,531132.9469079191,283870.9440982877,0.9734642610910833,276338.21884186787,3838.030817248165
5968,1891,369195.66395121,2582316.574048737,322789.57175609213,424249.38836389716,322789.57175609213,0.9332053359338912,301228.95074660087,4183.735427036123
5969,8287,399887.563369284,1917418.1557125575,239677.2694640697,417276.86768731533,239677.2694640697,0.9300871298924193,222920.74365628854,3096.121439670674
5970,9373,310519.48808790615,2200694.441086919,275086.8051358649,359965.40407296864,275086.8051358649,0.9044566641860823,248804.0941347912,3455.6124185387666
5971,18837,557848.6222149392,2476495.362124617,309561.92026557715,443005.13415441377,309561.92026557715,0.9415931604451513,291481.3868563347,4048.3525952268706
5972,8292,422809.0067001853,2224127.3475044672,278015.9184380584,498768.0230946791,278015.9184380584,0.9622527226055577,267521.5744447064,3715.577422843144
5973,19422,471424.90993238566,2440207.811872422,305025.9764840528,493189.2811914185,305025.9764840528,0.9603201897218056,292922.60360724456,4068.3694945450634
5974,7966,439008.4592963435,2708137.473763258,338517.1842204073,386317.0148100339,338517.1842204073,0.9162414627710205,310163.48004323296,4307.826111711569
5975,4814,425440.8170324213,2179127.2514720685,272390.90643400856,402023.20253369363,272390.90643400856,0.9232654834545156,251489.12191740866,3492.9044710751205
5976,19623,413245.87671581126,2403564.730063029,300445.59125787864,410423.6470655555,300445.59125787864,0.9270222764574075,278519.7559594704,3868.3299438815334
5977,3821,439106.85217867553,2440570.8228524923,305071.35285656154,434554.2937356469,305071.35285656154,0.9378138297164782,286100.13375919906,3973.6129688777646
5978,6532,532034.997902602,2326543.1429554196,290817.89286942745,418031.6202791932,290817.89286942745,0.9304246655127458,270584.1406981586,3758.1130652522024
5979,8298,425203.9521666545,2443472.0569665353,305434.0071208169,435043.52078878164,305434.0071208169,0.9380326187059265,286507.0615413845,3979.26474363034
5980,318,405189.91459594545,2566505.786693157,320813.22333664465,438445.994381629,320813.22333664465,0.9395542511549774,301421.42781267565,4186.4087196204955
5981,6738,471608.3807127049,1817469.857401309,227183.73217516363,482480.3024810033,227183.73217516363,0.956610490677083,217326.3415099343,3018.4214098601988
5982,4698,411860.0882547445,1860032.994107401,232504.12426342512,430163.22602355457,232504.12426342512,0.9358500845368696,217589.00434709725,3022.069504820795
5983,10577,429824.5266953672,2406587.094766578,300823.3868458223,443652.8353132297,300823.3868458223,0.9418828212091949,283340.38028804807,3935.283059556223
5984,10428,343679.9926170459,2120412.03299981,265051.5041249762,416279.20487277844,265051.5041249762,0.9296409615180335,246402.73514654394,3422.260210368666
5985,13232,246946.41500796078,2253761.437946778,281720.1797433472,377812.89475507836,246946.41500796078,0.9124383046646806,225323.36825288436,3129.491225734505
5986,2682,450187.6840125887,2402291.5510853394,300286.4438856674,487018.2290807489,300286.4438856674,0.9581824745634386,287729.207880224,3996.238998336444
5987,10349,451095.2491056906,2088066.6534114042,261008.33167642553,434541.2404186355,261008.33167642553,0.9378079920956444,244775.6994497026,3399.6624923569807
5988,6882,422043.5470818079,2558140.987801942,319767.62347524276,455992.1765472938,319767.62347524276,0.9472494002706591,302899.6895628976,4206.940132818022
5989,18602,415066.9133004725,2427171.5534892436,303396.44418615545,486434.2157065095,303396.44418615545,0.9579801663961421,290647.77608545107,4036.7746678534872
5990,18296,357341.8789602401,1708797.1391223227,213599.64239029033,383062.6039631494,213599.64239029033,0.9147860459949512,195397.97228814926,2713.8607262242954
5991,819,430644.30306262523,2100490.5106233493,262561.31382791867,500393.8322469809,262561.31382791867,0.9628159194165972,252798.21277645722,3511.086288561906
5992,604,389261.6704218089,2597437.9401486395,324679.74251857994,502046.448116342,324679.74251857994,0.9633884023468228,312792.6984193525,4344.343033602118
5993,11772,358015.9437871126,2425113.6816109475,303139.21020136843,491866.20013416326,303139.21020136843,0.959861860999066,290971.76644567255,4041.2745339676744
5994,7225,310635.0880854316,1962336.0880157345,245292.0110019668,453650.06829189387,245292.0110019668,0.9462961999733094,232118.89789497238,3223.8735818746163
5995,1670,357562.81624203734,2561100.525902708,320137.5657378385,462138.63914371014,320137.5657378385,0.9495588161046666,303989.4479126518,4222.075665453497
5996,2168,422518.5384670324,2296269.319062951,287033.6648828689,524302.8429729235,287033.6648828689,0.9710982436838056,278737.88784588,3871.359553415
5997,9612,363396.9175271669,2577008.2741502137,322126.0342687767,444105.10504021205,322126.0342687767,0.9420850823799344,303470.1315308221,4214.862937928085
5998,9015,469057.1361030592,2273357.2893594103,284169.6611699263,426702.16464975575,284169.6611699263,0.934302250835647,265500.3540502653,3687.5049173647953
5999,16038,539133.8798386924,1879960.8160875032,234995.1020109379,520429.8298817682,234995.1020109379,0.9697565925933535,227888.04940225463,3165.1117972535367
6000,12380,370264.2435010398,1857455.939142466,232181.99239280826,364370.48707721365,232181.99239280826,0.9064266771948865,210455.95186910158,2922.9993315152997
6001,18535,462181.6385683536,2218889.8012988553,277361.2251623569,454205.5902945469,277361.2251623569,0.9465261884731251,262529.66328316194,3646.245323377249
6002,7444,420873.1514969789,2153408.0326450327,269176.0040806291,505454.6010411359,269176.0040806291,0.9645690211519643,259638.83477364955,3606.0949274117993
6003,1560,455932.12250167027,2273527.959969327,284190.99499616586,453400.3028239481,284190.99499616586,0.94619198741231,268899.24236010405,3734.7116994458897
6004,10909,469009.059627023,2259461.582044687,282432.6977555859,362796.37329091155,282432.6977555859,0.9057227121087882,255805.70899939092,3552.857069435985
6005,5128,480429.11414679117,2080939.4199009922,260117.42748762402,418372.5894108302,260117.42748762402,0.9305771515440597,242059.33473840167,3361.935204700023
6006,18157,356797.3085078534,2274202.177457996,284275.2721822495,443576.1774122599,284275.2721822495,0.9418485387536787,267744.249708656,3718.6701348424444
6007,1913,381699.7964456082,2585791.7250458775,323223.9656307347,482918.51607574883,323223.9656307347,0.9567622923192164,309248.50228936935,4295.118087352352
6008,11704,399545.4278060088,2149982.141789832,268747.767723729,468661.8377729069,268747.767723729,0.9518236340856789,255800.4769272137,3552.7844017668567
6009,6451,508042.4580299808,1852911.2358736088,231613.9044842011,433682.33401391323,231613.9044842011,0.9374238774741905,217120.4044185166,3015.5611724793976
6010,18659,358266.4687533972,2697324.314845023,337165.5393556279,519974.16900971974,337165.5393556279,0.9695987470370717,326915.2845032953,4540.4900625457685
6011,2438,393787.8941554547,2212966.702480267,276620.83781003335,535238.9238551146,276620.83781003335,0.9748866132285331,269673.95172106277,3745.471551681427
6012,3544,437143.9729399203,2443517.6397934775,305439.7049741847,437683.70769794454,305439.7049741847,0.9392133461863651,286873.0473669801,3984.347880096946
6013,970,379292.88492433744,2209596.3642646368,276199.5455330796,427812.8046266059,276199.5455330796,0.9347989441330001,258191.0435343373,3585.986715754685
6014,10219,534319.6337636755,2525636.1600878793,315704.5200109849,464823.87667591346,315704.5200109849,0.9504941253621859,300075.29162072984,4167.712383621248
6015,17326,484707.712683025,2323361.7692395383,290420.2211549423,455477.5251346514,290420.2211549423,0.9470436005112907,275040.61190386186,3820.008498664748
6016,752,349953.9120408043,2363486.2631518175,295435.7828939772,396132.52864633495,295435.7828939772,0.9206310940054323,271987.3680140336,3777.6023335282443
6017,12441,403114.7006134524,2323223.8472264414,290402.9809033052,400289.20544917515,290402.9809033052,0.9224900163837617,267893.8506113832,3720.7479251581003
6018,18525,395636.1730321345,2123501.5116770975,265437.6889596372,457985.8944437215,265437.6889596372,0.948027917670201,251642.33953559535,3495.0324935499357
6019,4728,447592.3867891543,2357014.9843053464,294626.8730381683,453728.87452826626,294626.8730381683,0.9463289766785447,278813.94726420933,3872.4159342251296
6020,7527,490110.4039402934,2512712.812164933,314089.1015206166,408032.9235797944,314089.1015206166,0.9259531124114941,290831.7811275447,4039.330293438121
6021,7277,463014.97252623894,2304068.186628916,288008.5233286145,492739.6381568458,288008.5233286145,0.9601644288055757,276535.53929295647,3840.77137906884
6022,11085,445993.57795179397,2978074.716958499,372259.3396198124,534472.9342958741,372259.3396198124,0.9746212666615988,362811.86910687183,5039.053737595442
6023,2989,291905.4947406573,2432049.492215976,304006.186526997,466002.3135961695,291905.4947406573,0.9509023478860656,277573.6203097346,3855.189170968536
6024,6437,471888.5660133663,1655885.253971478,206985.65674643475,388762.9303413843,206985.65674643475,0.9173353094500849,189875.25148321976,2637.1562706002746
6025,4740,411567.63125987,2121766.0200602384,265220.7525075298,487108.7083555389,265220.7525075298,0.9582138175036322,254138.18974142618,3529.6970797420304
6026,12746,431589.71191730985,2316782.1014819997,289597.76268524997,431055.7325151688,289597.76268524997,0.9362492255739915,271135.68104202586,3765.7733478059145
6027,1804,443329.82518401375,2302455.599793915,287806.9499742394,494676.3528706995,287806.9499742394,0.9608353264624079,276535.0847366482,3840.7650657867803
6028,13882,361396.6726846733,2579892.9150136,322486.6143767,416277.07403451495,322486.6143767,0.9296400085781923,299796.4589555076,4163.839707715383
6029,10566,337405.8272545313,2221335.1987993345,277666.8998499168,425615.51869381184,277666.8998499168,0.9338162879906539,259289.87371572194,3601.2482460516935
6030,10882,446278.6823408984,2475942.471060319,309492.80888253986,496402.3866867184,309492.80888253986,0.9614332421153932,297556.67465534003,4132.731592435278
6031,7384,296418.04163938086,2018843.4350951726,252355.42938689658,515373.94481032196,252355.42938689658,0.9680051826291587,244281.3635111226,3392.796715432258
6032,12366,437257.30123685615,2452137.457724057,306517.18221550714,525447.8327304246,306517.18221550714,0.9714948797706331,297779.87308408733,4135.831570612324
6033,2409,466383.8576416315,2442740.6581071657,305342.5822633957,492273.174220773,305342.5822633957,0.9600028409581404,293129.74643835454,4071.2464783104797
6034,10129,350206.1178607057,2154945.0289423433,269368.1286177929,402742.9773210309,269368.1286177929,0.923587376525111,248785.00322958603,3455.3472670775836
6035,10221,471424.7669632451,2788321.2962623686,348540.16203279607,465275.60960729717,348540.16203279607,0.9506506102399076,331339.9177295939,4601.9433017999145
6036,2138,415498.3603841369,2082309.2279050022,260288.65348812527,391930.4750063727,260288.65348812527,0.918751878488621,239140.68934148888,3321.3984630762343
6037,13183,613096.3516378915,2179588.910682711,272448.61383533885,393941.24153591646,272448.61383533885,0.9196511206180094,250557.67302449266,3479.9676808957315
6038,11682,413603.0428871408,2670831.065643036,333853.8832053795,412055.0196296249,333853.8832053795,0.927751848447385,309733.55725512817,4301.85496187678
6039,11821,449792.59893302637,1955603.9948266728,244450.4993533341,404751.34081792575,244450.4993533341,0.9244855439856282,225990.95287222555,3138.7632343364658
6040,9658,341935.9339374333,2348605.583361481,293575.6979201851,373942.6226584356,293575.6979201851,0.9107074663647777,267361.5800391631,3713.35527832171
6041,14813,376731.01558268204,2367277.087044263,295909.63588053285,446666.91055024025,295909.63588053285,0.9432307566330458,279111.0697466041,3876.542635369501
6042,4864,390511.0094122453,2241155.2083309414,280144.4010413677,406749.6382509296,280144.4010413677,0.9253792097655201,259239.80445589576,3600.552839665219
6043,3172,460448.28381195926,1886686.1585411737,235835.7698176467,430100.6509188579,235835.7698176467,0.9358221000993094,220700.3253892875,3065.2822970734373
6044,14316,373336.60772263724,2110729.258063972,263841.1572579965,484855.6578392037,263841.1572579965,0.9574333379103699,252610.3198716584,3508.4766648841446
6045,5403,418683.0093629035,2483034.3882248392,310379.2985281049,420884.91111945757,310379.2985281049,0.9317006959684275,289180.60845282767,4016.3973396226065
6046,4727,350327.8884919943,2690262.3492198815,336282.7936524852,435724.6791278808,336282.7936524852,0.9383372419758598,315546.6691198101,4382.592626664029
6047,2243,442976.04841581144,2461341.8673043526,307667.7334130441,432672.12922277144,307667.7334130441,0.9369721001573528,288276.08232667245,4003.8344767593394
6048,11666,393747.7723188902,2617905.9048284222,327238.2381035528,517317.4898580598,327238.2381035528,0.9686784463830549,316988.6280832777,4402.6198344899685
6049,18785,402787.63236560504,2625865.7259261506,328233.2157407688,392838.3432998996,328233.2157407688,0.9191578895324096,301698.14985472115,4190.252081315572
6050,10201,295113.57305805123,2016143.2160751685,252017.90200939606,463039.3505459272,252017.90200939606,0.9498755359801293,239385.6397477628,3324.800552052261
6051,17739,327237.8193497274,2401404.36965566,300175.5462069575,449191.7204240253,300175.5462069575,0.9443598859346549,283473.7445763751,3937.135341338543
6052,11851,419711.9595278847,2383883.5683453553,297985.4460431694,365943.10582607967,297985.4460431694,0.9071299736799174,270311.52982613875,3754.326803140816
6053,17606,480040.5080097423,2443939.383907345,305492.42298841814,456933.95055464515,305492.42298841814,0.9476208157020326,289490.97906307515,4020.7080425427102
6054,7678,409514.0387156005,2291057.119256772,286382.1399070965,498211.40216582856,286382.1399070965,0.9620599034596927,275516.7738716015,3826.6218593277986
6055,15580,390710.56109023327,2191506.409960958,273938.3012451198,464827.3824083359,273938.3012451198,0.9504953397835206,260377.07872170056,3616.3483155791746
6056,934,355206.6274524589,2740047.5461617177,342505.9432702147,507305.11524681596,342505.9432702147,0.9652100580768375,330590.18139550596,4591.530297159805
6057,7261,510727.7626510378,1844420.6495854058,230552.58119817573,499111.47444198176,230552.58119817573,0.962371697642249,221877.27896349083,3081.628874492928
6058,14047,361217.1043186002,2161217.5155961527,270152.1894495191,465176.5885297608,270152.1894495191,0.9506163083324449,256811.07702242912,3566.8205142004044
6059,14184,456030.4230519048,2331835.3836781546,291479.4229597693,481271.5681933098,291479.4229597693,0.956191772837256,278710.2261854822,3870.9753636872533
6060,11022,434897.0495391643,2353240.687478868,294155.0859348585,430634.5823092072,294155.0859348585,0.9360608814761379,275347.0690308727,3824.26484765101
6061,3845,474310.11312266527,2507850.182701664,313481.272837708,535721.9117688733,313481.272837708,0.9750539251497474,305661.1455413461,4245.293688074252
6062,17518,397814.4262864865,2019123.657336683,252390.45716708538,447147.8227778103,252390.45716708538,0.9434458271194572,238116.72361905882,3307.1767169313725
6063,5313,410345.5511033309,2305950.3778520008,288243.7972315001,459955.3279639972,288243.7972315001,0.9487687544190513,273476.7084683479,3798.287617615943
6064,13827,342595.680484697,2245478.2452066485,280684.78065083106,455976.72125909687,280684.78065083106,0.9472432493692177,265876.7636721793,3692.7328287802684
6065,5997,420652.23340614984,2538198.1901512165,317274.77376890206,491052.3718419022,317274.77376890206,0.9595799426088993,304450.50920441456,4228.479294505758
6066,4496,476031.8723546625,2135084.550729729,266885.5688412161,405452.64161902235,266885.5688412161,0.9247991752384136,246815.5539473915,3427.9938048248823
6067,4223,295242.47508963203,2214468.5365921375,276808.5670740172,456748.8069062822,276808.5670740172,0.9475483227603206,262289.4934566727,3642.909631342676
6068,19189,430525.47072727024,1913260.93440626,239157.6168007825,377496.88355566654,239157.6168007825,0.9122969801599733,218182.77158960997,3030.3162720779164
6069,10232,563765.9152695847,2180400.313093066,272550.0391366333,395357.36832503375,272550.0391366333,0.9202844317710542,250823.55789603514,3483.6605263338215
6070,2778,314068.4961972252,2197645.594339268,274705.6992924085,485185.82025431533,274705.6992924085,0.9575477095259145,263043.8131511604,3653.386293766116
6071,8921,320867.8271215085,2032311.368254127,254038.92103176587,465283.67958445754,254038.92103176587,0.9506534057619992,241502.96547495178,3354.2078538187748
6072,5866,398262.0571697319,2073503.3892433925,259187.92365542406,434521.09668476623,259187.92365542406,0.9377989835439938,243066.17135093495,3375.9190465407632
6073,14290,414744.58494295884,2383592.081488512,297949.010186064,442591.8577501182,297949.010186064,0.941408337618451,280491.6823743254,3895.7178107545196
6074,19286,496022.1625042813,1948701.1055158335,243587.63818947918,460436.67328456964,243587.63818947918,0.9489457056495564,231151.44320922415,3210.436711239224
6075,11956,364820.2116495221,2094868.8622572175,261858.6077821522,456616.9181604675,261858.6077821522,0.9474965262438237,248110.1212406331,3445.9739061199043
6076,15036,368805.15891621454,2079028.981759116,259878.6227198895,479102.84110130434,259878.6227198895,0.955440503735035,248298.56220145835,3448.5911416869217
6077,5889,361720.9214265038,2245702.291028093,280712.78637851164,507879.5853838991,280712.78637851164,0.9654090603698092,271002.6673314699,3763.925935159304
6078,6787,414410.5856381381,2333563.7095526913,291695.4636940864,428835.5924509178,291695.4636940864,0.9352563487533443,272810.034322445,3789.0282544784027
6079,17309,331159.41796177527,2197752.4827735284,274719.06034669105,443532.0033494399,274719.06034669105,0.9418287835122171,258738.3184139434,3593.587755749214
6080,6168,481974.6290429573,1686844.7799891073,210855.5974986384,445961.50944379956,210855.5974986384,0.9429152916679647,198818.9672152516,2761.3745446562725
